,Supplier Name,Name,Supplier Mobile,Company Type,O Address,O City,O Street,O State,O Pincode,Kyc Verified,Gstin,manufacturing_process,manufacturing_sub_process,machine_name,id,Maximum Turning Diameter in mm,Maximum Turning Length in mm,Brand,Quantity (No. of Machines),Bed Size - X in mm,Bed Size - Y in mm,No of Axes,Bed Size - Z in mm,Quantity,Swing over bed in mm(Maximum Diameter),Distance between Centres in mm (Maximum Length),Minimum Drill Diameter in mm,Minimum Drill length in mm,Maximum Drill Diameter in mm,Maximum Drill length in mm,Tonnage,Working Length in mm,Type of Gas used,Minimum cutting thickness in mm,Maximum cutting thickness in mm,Strokes per minute (SPM),Coil Feedeer (Yes/No),Layer Thickness in mm,Accuracy,Minimum Tap size in mm,Maximum Tap length in mm,Maximum Tap size in mm,Minimum Tap length in mm,Minimum Opening in inch,Minimum injection pressure in PSI,Maximum Opening in inch,Maximum shot weight in grams,Machine Orientation,Maximum injection pressure in PSI,Maximum Stroke in inch,Capacity in Tonnage,Actuation Type,Clamping Force,Minimum shot weight in grams,Minimum Stroke in inch,Max MS Thickness (O2) in mm,Max SS Thickness (N2) in mm,Max Brass Thickness in mm,Dual Pallet Changer (Yes/No),Max Aluminium Thickness (N2) in mm,Max MS Thickness (N2) in mm,Max Copper Thickness in mm
273,Karkhana User,forge@millenniumforging.com,9825076070,,,,,,,0,,Forging,Forging,Down Stroke,aa3a8b59-90eb-4804-b9fd-9bafb04db341,,,Na,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,
274,Foundryman,foundryman2010@gmail.com,918017996571,Manufacturer,24 B T Road Sodepur,Kolkata,,West Bengal,700114,0,19AABFF2404J1ZO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Garg Steel Traders,gargsteeltrader@gmail.com,9845351109,Proprietorship,"#2/2, 2nd Cross, KIADB Industrial Area, Peenya 1st Phase,",Bangalore,,Karnataka,560058,0,29AGWPA5219K1ZX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,GHANSHYAM MACHINING,ghanshyammachining@gmail.com,9624786908,Manufacturer,Plot no. H 66 1st floor,Surat,"Laxminarayan Industrial estate, Opp. Daksheshwar Mahadev Mandir",Gujarat,394210,0,24HZLPS4206M1ZT,CNC Machining,CNC Machining,Vertical Milling Centre,01c2d1e3-7310-4e35-a619-cb667a87a3b0,,,AMS - MCV 450,1,800.0,450.0,3,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,vbvc,gm_nawal@yahoo.com,919999999999,,,,,,,0,cvbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,G & M Engineers,gmengineers21@gmail.com,917709550340,,,,,,,0,27AOQPT3360J1ZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,GPZ ENGINEERS PRIVATE LIMITED,gpzepl@gmail.com,918007218944,,,,,,,0,,Sheet Metal,Sheet Metal,CNC Press Break (Bending),e291640e-1d3b-4e0f-a5ad-bf5ee6950cca,,,Energy Mission,1,,,,,,,,,,,,80,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,GPZ ENGINEERS PRIVATE LIMITED,gpzepl@gmail.com,918007218944,,,,,,,0,,Fabrication,Fabrication,TIG,0c7fa17e-0724-40df-ad8f-1203b0cb2587,,,ESAB,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,GPZ ENGINEERS PRIVATE LIMITED,gpzepl@gmail.com,918007218944,,,,,,,0,,Sheet Metal,Cutting,Laser Cutting,b8510703-94ff-4a98-8dce-04eee6711e8d,,,HSG,1,1500.0,3000.0,,,,,,,,,,,,O2,0.1,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,GPZ ENGINEERS PRIVATE LIMITED,gpzepl@gmail.com,918007218944,,,,,,,0,,Sheet Metal,Sheet Metal,Clinching,b6321090-7630-4cc3-b2bd-02da6ed0f00a,,,ROCO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,GPZ ENGINEERS PRIVATE LIMITED,gpzepl@gmail.com,918007218944,,,,,,,0,,Sheet Metal,Sheet Metal,Riveting,86035470-4e89-40b0-9769-173dc6816e49,,,ROCO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,GPZ ENGINEERS PRIVATE LIMITED,gpzepl@gmail.com,918007218944,,,,,,,0,,Fabrication,Fabrication,CO2,0851564c-ebb9-4a3c-81dc-484179b4cdb3,,,ESAB,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Karkhana User,gupta7ashutosh@gmail.com,9158986966,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"GZ Vacuum Casting (xiamen) Group Co., Ltd.",gz.xm@outlook.com,8618959256778,Manufacturer,"No. 219 Tianfeng Road, Jimei District",Xiamen,,China,361000,0,91350211MA8W1H8A5B,CNC Machining,CNC Machining,Vertical Milling Centre,0c349f80-1bec-48f2-80c0-a9553a61ff3e,,,milang,5,1100.0,600.0,4,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"GZ Vacuum Casting (xiamen) Group Co., Ltd.",gz.xm@outlook.com,8618959256778,Manufacturer,"No. 219 Tianfeng Road, Jimei District",Xiamen,,China,361000,0,91350211MA8W1H8A5B,CNC Machining,CNC Machining,Vertical Milling Centre,9ddaac5e-cbb9-49ed-8507-eb9f435d017e,,,miliang,5,800.0,600.0,3,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"GZ Vacuum Casting (xiamen) Group Co., Ltd.",gz.xm@outlook.com,8618959256778,Manufacturer,"No. 219 Tianfeng Road, Jimei District",Xiamen,,China,361000,0,91350211MA8W1H8A5B,CNC Machining,CNC Machining,Vertical Milling Centre,fedddd11-adaa-4d75-94d4-1841714feed2,,,milang,1,700.0,400.0,5,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"GZ Vacuum Casting (xiamen) Group Co., Ltd.",gz.xm@outlook.com,8618959256778,Manufacturer,"No. 219 Tianfeng Road, Jimei District",Xiamen,,China,361000,0,91350211MA8W1H8A5B,Vacuum Casting,Vacuum Casting,Vacuum Casting,11957123-2e9e-4e10-8f12-f27fc03dad3e,,,none,1,1200.0,2400.0,,1200.0,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,
290,Sreevari Enterprises,hareshwers@sreevarienterprises.co.in,919962183428,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,HARIHARA INDUSTRIES,harihara7246@gmail.com,+919652540980,Manufacturer,"PLOT NO 5,PHASE-1,JETL ROAD",HYDERABAD,JEEDIMETLA,TELANGANA,500055,0,36FFHPS4913F1Z8,Fabrication,Fabrication,TIG,d1b40715-1c8c-4a80-b512-5446d167ba85,,,SR,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,HARIHARA INDUSTRIES,harihara7246@gmail.com,+919652540980,Manufacturer,"PLOT NO 5,PHASE-1,JETL ROAD",HYDERABAD,JEEDIMETLA,TELANGANA,500055,0,36FFHPS4913F1Z8,Fabrication,Fabrication,CO2,a77b8282-f514-41a1-b010-f67af3d0ac8d,,,SR,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,HARIHARA INDUSTRIES,harihara7246@gmail.com,+919652540980,Manufacturer,"PLOT NO 5,PHASE-1,JETL ROAD",HYDERABAD,JEEDIMETLA,TELANGANA,500055,0,36FFHPS4913F1Z8,Sheet Metal,Cutting,Laser Cutting,6238ffae-71fe-41f5-992e-91e6be800274,,,SIL,1,1500.0,3000.0,,,,,,,,,,,,DEPENDING ON MATERIAL,2.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Salem Stainless Steel Suppliers Pvt Ltd,harsh@ssssgroup.com,917449744972,Raw Material,"33, Lawyer Chinnathambi Street, Kondithope",Chennai,,Tamil Nadu,600079,0,33AANCS0933L1Z5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,HDS AUTOTECH ,hdsautotech@gmail.com,919999643105,Manufacturer,30 INDUSTRIAL AREA NIT ,FARIDABAD,,HARYANA,121001,0,HLKPS2332K2ZO,CNC Machining,Turning,Conventional Lathe,88a3ce94-64cb-406d-9349-c6577c56150e,250.0,480.0,ACE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,HDS AUTOTECH ,hdsautotech@gmail.com,919999643105,Manufacturer,30 INDUSTRIAL AREA NIT ,FARIDABAD,,HARYANA,121001,0,HLKPS2332K2ZO,Sheet Metal,Cutting,Laser Cutting,3b787dc7-9177-4796-8eb4-0560df33ba7f,,,PRAKASH ,1,1250.0,2500.0,,,,,,,,,,,,CO2,0.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,HDS AUTOTECH ,hdsautotech@gmail.com,919999643105,Manufacturer,30 INDUSTRIAL AREA NIT ,FARIDABAD,,HARYANA,121001,0,HLKPS2332K2ZO,Sheet Metal,Sheet Metal,Hydraulic Press Machine,b918a8c3-0619-4726-82e3-4776de733d3f,,,SARB PRESSES ,1,,,,,,,,,,,,100TONS,,,,,MANUAL ,NO,,,,,,,,,,,,,,,,,,,,,,,,,
298,HDS AUTOTECH ,hdsautotech@gmail.com,919999643105,Manufacturer,30 INDUSTRIAL AREA NIT ,FARIDABAD,,HARYANA,121001,0,HLKPS2332K2ZO,Sheet Metal,Sheet Metal,Pneumatic Press Machine,be30f0c1-f442-4ac0-9c81-453866db1410,,,SARB PRESSES,2,,,,,,,,,,,,"100TONS,150TONS",,,,,MANUAL ,NO,,,,,,,,,,,,,,,,,,,,,,,,,
299,HEMA ENGINEERING INDUSTRIES,hei.hema@gmail.com,919036594672,,,,,,,0,,CNC Machining,Turning,Conventional Lathe,f2efb8f4-0814-4516-946b-33f87a881f02,165.0,300.0,LMW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,HEMA ENGINEERING INDUSTRIES,hei.hema@gmail.com,919036594672,,,,,,,0,,CNC Machining,Turning,Conventional Lathe,4abd369f-635b-4441-95bb-b8a195ccd2dc,35.0,200.0,WICKMAN 1 3/8 INCH MULTI SPINDLE AUTOMAT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,HEMA ENGINEERING INDUSTRIES,hei.hema@gmail.com,919036594672,,,,,,,0,,CNC Machining,Turning,Conventional Lathe,cb98289e-0ae9-4a26-a330-733686ddfdf2,22.0,200.0,WICKMAN MAKE 1 INCH MULTISPINDLE AUTOMAT ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,HEMA ENGINEERING INDUSTRIES,hei.hema@gmail.com,919036594672,,,,,,,0,,CNC Machining,Turning,Conventional Lathe,e80696e5-196b-4c87-bb21-37ab7b5a5ea3,30.0,50.0,TRISHUL MAKE POLYGON MILLING MACHINE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,HEMA ENGINEERING INDUSTRIES,hei.hema@gmail.com,919036594672,,,,,,,0,,CNC Machining,Drilling,Bench Drill,9be84eb4-701f-46ff-8845-6e9b42b1f273,,,EIFFCO,4,,,,,,,,20.0,50.0,20.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,HEMA ENGINEERING INDUSTRIES,hei.hema@gmail.com,919036594672,,,,,,,0,,CNC Machining,Drilling,Bench Drill,925fe710-c80e-4376-b2dd-f928d68ff0bd,,,THAKOOR,3,,,,,,,,20.0,50.0,20.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,HEMA ENGINEERING INDUSTRIES,hei.hema@gmail.com,919036594672,,,,,,,0,,CNC Machining,Turning,Conventional Lathe,a6f39f7e-9296-404b-a53b-d8a5395bcf1a,25.0,50.0,PMT SINGLE SPINDLE AUTOMAT  ,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,HEMA ENGINEERING INDUSTRIES,hei.hema@gmail.com,919036594672,,,,,,,0,,CNC Machining,Turning,Conventional Lathe,3737b0d8-5d77-4c4a-85d3-a4b43a92438e,30.0,50.0,PMT SINGLE SPINDLE AUTOMAT,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,HINDUSTHAN  ENGINEERING,hindusthanengg@yahoo.co.in,918777098198,Manufacturer,"68, S. B. Das Road, Rajpur, Kolkata- 700149, West Bengal.",Kolkata,"S. B. Das Road, Rajpur",West Bengal,700149,0,19AADFH6326F1ZG,CNC Machining,CNC Machining,CNC Turning Lathe,bc60efda-90e0-40fe-aeea-99b5a401fe52,280.0,290.0,Tsugami,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,HINDUSTHAN  ENGINEERING,hindusthanengg@yahoo.co.in,918777098198,Manufacturer,"68, S. B. Das Road, Rajpur, Kolkata- 700149, West Bengal.",Kolkata,"S. B. Das Road, Rajpur",West Bengal,700149,0,19AADFH6326F1ZG,CNC Machining,Turning,VTL,b679cbe5-a803-47a5-9eec-3ea8eebc2a97,1400.0,1000.0,"TITAN, Italy",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Karkhana User,hitechlasercutting@gmail.com,9986026072,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,HARSHIL ENTERPRISE,hrclincorporation@gmail.com,919824831119,Manufacturer,"PLOT NO 72,",RAJKOT,"VAVDI SURVEY 38/1, NEAR SHARP CAM",GUJARAT,360004,0,24AIOPT6027C1Z8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,HRS ENGINEERING,hrsengineering10@gmail.com,919850229389,Manufacturer,Sr. No.118,Bhosari,"Mohan Nagar, Jay Ganesh Samrajya Chowk",Maharashtra,411039,0,27FGEPS2197R1ZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Karkhana User,i3precisioncnc@gmail.com,9515208558,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Aviruddha Productivity P L,ifo@aviruddha.com,919970400501,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Karkhana User,impel.fibreglass@gmail.com,9028886564,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Infinity Systems,infinitysystems382@gmail.com,9916066680,Proprietorship,"8th A Main, 59/6, SFS Layout, Ananth Nagar, 1st Phase, Electronic City",Bangalore,,Karnataka,560100,0,29BDIPG4781Q1ZP,CNC Machining,Turning,Conventional Lathe,00722d03-7a58-4293-b222-755b2c093ace,60.0,500.0,mudrica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Infinity Systems,infinitysystems382@gmail.com,9916066680,Proprietorship,"8th A Main, 59/6, SFS Layout, Ananth Nagar, 1st Phase, Electronic City",Bangalore,,Karnataka,560100,0,29BDIPG4781Q1ZP,CNC Machining,Drilling,Radial Drilling,8455b4be-4015-4216-859d-de34a9ed4c64,,,knuth,1,,,,,,,,5.0,2.0,20.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Infinity Systems,infinitysystems382@gmail.com,9916066680,Proprietorship,"8th A Main, 59/6, SFS Layout, Ananth Nagar, 1st Phase, Electronic City",Bangalore,,Karnataka,560100,0,29BDIPG4781Q1ZP,CNC Machining,Drilling,Radial Drilling,e1a75eac-7265-4fce-86b0-6aa48d56699d,,,esteam,1,,,,,,,,5.0,2.0,20.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Infinity Systems,infinitysystems382@gmail.com,9916066680,Proprietorship,"8th A Main, 59/6, SFS Layout, Ananth Nagar, 1st Phase, Electronic City",Bangalore,,Karnataka,560100,0,29BDIPG4781Q1ZP,CNC Machining,Drilling,Radial Drilling,300f2b9b-496b-4009-8c48-37e9c3a22c85,,,knuth,1,,,,,,,,5.0,2.0,20.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Veera Instrumentation & Engineering Works,info.viewindia@gmail.com,919442600778,Manufacturer,info.viewindia@gmail.com,Coimbatore,Thaneerpandal,Tamil Nadu,641004,0,33BGPPK0508M1ZA,CNC Machining,CNC Machining,Vertical Milling Centre,29d80dc5-9ed4-40e2-bdb3-2cecfd36518e,,,FULLAND-FLG-1000A ,1,1000.0,510.0,3,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Veera Instrumentation & Engineering Works,info.viewindia@gmail.com,919442600778,Manufacturer,info.viewindia@gmail.com,Coimbatore,Thaneerpandal,Tamil Nadu,641004,0,33BGPPK0508M1ZA,CNC Machining,CNC Machining,Vertical Milling Centre,276daa82-701f-4484-89ba-69ffa07eb84a,,,STM–Manford-VL1100,1,1100.0,700.0,3,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Veera Instrumentation & Engineering Works,info.viewindia@gmail.com,919442600778,Manufacturer,info.viewindia@gmail.com,Coimbatore,Thaneerpandal,Tamil Nadu,641004,0,33BGPPK0508M1ZA,CNC Machining,CNC Machining,Vertical Milling Centre,49253a31-374c-4d91-b580-61acd85131f7,,,STM–Manford-VL1050,1,1050.0,610.0,3,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Veera Instrumentation & Engineering Works,info.viewindia@gmail.com,919442600778,Manufacturer,info.viewindia@gmail.com,Coimbatore,Thaneerpandal,Tamil Nadu,641004,0,33BGPPK0508M1ZA,CNC Machining,CNC Machining,Vertical Milling Centre,471a5310-9e6f-4f83-b102-f890ed47bc5f,,,COSMOS–CVM 800,1,800.0,500.0,4,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Veera Instrumentation & Engineering Works,info.viewindia@gmail.com,919442600778,Manufacturer,info.viewindia@gmail.com,Coimbatore,Thaneerpandal,Tamil Nadu,641004,0,33BGPPK0508M1ZA,CNC Machining,CNC Machining,CNC Turning Lathe,ab2da388-3037-4316-a67f-581305531a64,525.0,980.0,ACE - LT20 Classic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Veera Instrumentation & Engineering Works,info.viewindia@gmail.com,919442600778,Manufacturer,info.viewindia@gmail.com,Coimbatore,Thaneerpandal,Tamil Nadu,641004,0,33BGPPK0508M1ZA,CNC Machining,CNC Machining,CNC Turning Lathe,fc892533-6e95-452c-b434-6dcb6b420f29,525.0,980.0,Macpower Make – LX-1000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,vikas engineering,info.vikasengineering@gmail.com,918767874214,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Karkhana User,info@aahuti.in,8141776117,Manufacturer,"811, GIDC, Makarpura",VADODARA,GIDC,GUJARAT,390010,0,24ABNFA2319J1ZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Aakar Laser Tech,info@aakarlasertech.com,9619595993,Manufacturer,"Plot No W-322, TTC Industrial Area Rabale, MIDC Near Ultratech Cement Plant,",Navi Mumbai,,Maharashtra,400701,0,27AAUCA8227C1ZH,Sheet Metal,Sheet Metal,Laser Cutting,3c60e453-ce3f-49e2-9369-226ba5c812ec,,,Amada,,3000.0,1500.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,12,NA,Yes,10,NA,NA
328,Aakruthi3D Private Limited,info@aakruthi3d.com,9632515705,Private Limited Company,"Office-5, 2nd Floor, Ramaiah-GoK TBI, No.470-P, 4th Phase, Peenya Industrial Area",Bangalore,,Karnataka,560058,0,29AASCA6391D1Z8,3D Printing,SLA,SLA,0fa250ef-145b-4367-a84f-fca33d7e07e9,,,Formlabs,1,145.0,145.0,,185.0,,,,,,,,,,,,,,,,25 microns,,,,,,,,,,,,,,,,,,,,,,,
329,Aakruthi3D Private Limited,info@aakruthi3d.com,9632515705,Private Limited Company,"Office-5, 2nd Floor, Ramaiah-GoK TBI, No.470-P, 4th Phase, Peenya Industrial Area",Bangalore,,Karnataka,560058,0,29AASCA6391D1Z8,3D Printing,MJF,MJF,e581d3ba-5b79-4cd3-8582-b2e1a712d5fe,,,HP,1,332.0,190.0,,248.0,,,,,,,,,,,,,,,0.08,50 micron,,,,,,,,,,,,,,,,,,,,,,,
330,Aakruthi3D Private Limited,info@aakruthi3d.com,9632515705,Private Limited Company,"Office-5, 2nd Floor, Ramaiah-GoK TBI, No.470-P, 4th Phase, Peenya Industrial Area",Bangalore,,Karnataka,560058,0,29AASCA6391D1Z8,3D Printing,FDM,FDM,7bb6594a-44ca-48c3-b0fc-ff153007e063,,,Divide by Zero,1,500.0,500.0,,500.0,,,,,,,,,,,,,,,,100 micron,,,,,,,,,,,,,,,,,,,,,,,
331,Aakruthi3D Private Limited,info@aakruthi3d.com,9632515705,Private Limited Company,"Office-5, 2nd Floor, Ramaiah-GoK TBI, No.470-P, 4th Phase, Peenya Industrial Area",Bangalore,,Karnataka,560058,0,29AASCA6391D1Z8,3D Printing,FDM,FDM,6fe943ab-29f7-45bc-934a-95c974c0a821,,,Divide by Zero,1,400.0,400.0,,400.0,,,,,,,,,,,,,,,,100 micron,,,,,,,,,,,,,,,,,,,,,,,
332,Aakruthi3D Private Limited,info@aakruthi3d.com,9632515705,Private Limited Company,"Office-5, 2nd Floor, Ramaiah-GoK TBI, No.470-P, 4th Phase, Peenya Industrial Area",Bangalore,,Karnataka,560058,0,29AASCA6391D1Z8,3D Printing,FDM,FDM,ff9f647a-d709-4499-86f2-47b25326068b,,,Creality ,5,200.0,200.0,,220.0,,,,,,,,,,,,,,,,100 micron,,,,,,,,,,,,,,,,,,,,,,,
333,Karkhana User,info@astrateks.com,9677376704,Astratek Precision Manufacturer,"No.364, Basaveshwara Industrial Estate",Bengaluru,Rajagopal Nagar Main Road,Karnataka,560058,0,29BIOPP1645P1ZC,CNC Machining,Turning,VTL,6bf8c142-408a-4e6f-a080-27b2ab7941de,350.0,700.0,Jyoti,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Karkhana User,info@astrateks.com,9677376704,Astratek Precision Manufacturer,"No.364, Basaveshwara Industrial Estate",Bengaluru,Rajagopal Nagar Main Road,Karnataka,560058,0,29BIOPP1645P1ZC,CNC Machining,CNC Machining,Vertical Milling Centre,586131b0-2556-4fa5-b1f9-05d8dddfebf1,,,LMW,3,1200.0,600.0,4,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Karkhana User,info@astrateks.com,9677376704,Astratek Precision Manufacturer,"No.364, Basaveshwara Industrial Estate",Bengaluru,Rajagopal Nagar Main Road,Karnataka,560058,0,29BIOPP1645P1ZC,CNC Machining,CNC Machining,Vertical Milling Centre,3b7f227f-0230-40ec-9d84-ad3d79fd9a7a,,,BFW,2,1000.0,600.0,3,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Karkhana User,info@astrateks.com,9677376704,Astratek Precision Manufacturer,"No.364, Basaveshwara Industrial Estate",Bengaluru,Rajagopal Nagar Main Road,Karnataka,560058,0,29BIOPP1645P1ZC,CNC Machining,CNC Machining,Vertical Milling Centre,77743a14-817a-420c-a808-1321872e0db9,,,Makino,1,800.0,500.0,3,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Karkhana User,info@astrateks.com,9677376704,Astratek Precision Manufacturer,"No.364, Basaveshwara Industrial Estate",Bengaluru,Rajagopal Nagar Main Road,Karnataka,560058,0,29BIOPP1645P1ZC,CNC Machining,CNC Machining,Vertical Milling Centre,9ec609bd-6b94-4e5f-83fd-6d1ce5093e18,,,Hathian,1,1000.0,600.0,4,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Aviruddha Productivity P L,info@aviruddha.com,919970400501,,,,,,,0,,CNC Machining,Turning,Conventional Lathe,69f4e819-d199-4010-b800-3359386cb828,320.0,450.0,LMW,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Aviruddha Productivity P L,info@aviruddha.com,919970400501,,,,,,,0,,CNC Machining,Drilling,CNC Drilling Centre,e8adfa7b-66f4-465e-ad07-7189fc9a387e,,,Hurco,15,,,,,,,,2.0,50.0,50.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Eden Engineering Solutions,info@edenengineeringsolutions.com,919886146840,Manufacturer,"No. 6, 40 Ft Road, Shambhavinagar, Near GKW Lyt, ",Bangalore,"Laggere, Peenya 2nd Stage,",Karnataka,560058,0,29AAKFE2330F1ZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,H. C. & COMPANY,info@hcandco.in,+919823036785,Manufacturer,"S - BLOCK, PLOT NO 146, MIDC BHOSARI",PUNE,,MAHARASHTRA,411026,0,27AACFH8966J1ZT,CNC Machining,Turning,VTL,d3c95c1c-c863-47bd-9083-5e859c16f256,2100.0,1800.0,Ushine,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,H. C. & COMPANY,info@hcandco.in,+919823036785,Manufacturer,"S - BLOCK, PLOT NO 146, MIDC BHOSARI",PUNE,,MAHARASHTRA,411026,0,27AACFH8966J1ZT,CNC Machining,Turning,Conventional Lathe,05191308-ef0b-49e8-becd-2d2ade1e7918,700.0,5000.0,HMT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,H. C. & COMPANY,info@hcandco.in,+919823036785,Manufacturer,"S - BLOCK, PLOT NO 146, MIDC BHOSARI",PUNE,,MAHARASHTRA,411026,0,27AACFH8966J1ZT,CNC Machining,Turning,Conventional Lathe,5f3eaf73-5c3d-466e-acaa-edb90448307a,300.0,3000.0,HMT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Kreative Konnexion,info@kreativekonnexion.com,919996959669,Manufacturer,"Ground Floor, 5A, Poothottam nagar, Sarvanampatti",Coimbatore,8th Street,Tamilnadu,641035,0,33ALNPM1826C1ZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,LAVANYA MECH PATTERN,info@lavanyamechapattern.com, 6361185674,Manufacturer,"#881, RANNA ROAD,",BANGALURU,"AMRUTH NAGAR, HEBBAL KEMPAPURA",KARNATAKA,560024,0,29AXNPL6794N1Z8,CNC Machining,CNC Machining,Vertical Milling Centre,b9d33b56-6baa-4960-b81c-b7343f785288,,,LMW,2,800.0,500.0,4,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
